member_name,top_keywords
βεζδρεβανης κωνσταντινου ηλιας,"σιδηροδρομ, θεατ, σιδηροδρομικ, βοηθει, κανονισμ, εκσυγχρονισμ, ενως, μπαχαλ, τερατουργημ, ευρωπαικ, γκελεσταθ, μεταφορ, εργαζ, βαναυς, γνωριζετ, επραξ, συνειδητοποιησουμ, χαιρετιζουμ, κυβερνητικ, εξελιξ"
βελλικης στεργιου φιντιας,"αγροτ, συνεταιριστικ, καπν, αναπτυξ, εοκ, ζολωτ, πασοκ, εισοδηματ, γεωργι, δρχ, γεωργικ, εισοδημ, ιταλ, συνεταιρισμ, περα, αναδιαρθρως, μετρ, αγροτικ, ελλαδ, κοβ"
βελοπουλος ιωσηφ κυριακος,"επικρατει, συμβουλι, ψευτομουφτηδ, αντισυνταγματικοτητ, δικι, αφεντικ, ψηφοθηρικ, ιδεοληψι, ακ, εξυπηρετης, συνταγματικ, παιχνιδ, εφαρμοστηκ, ελ, δικηγορ, αποφασιζ, αποφας, νομιμοφαν, ρημαξ, ψαρευουμ"
βενιζελος βασιλειου ευαγγελος,"αρμοδιοτητ, κανονισμ, εξωτερικ, ισχυ, θεματ, υδρ, 2012, ζητημ, πιστωτ, συμβας, χρ, δημοσι, ακροας, ελληνικ, ψεμ, γενικ, αξι, τσιπρ, εδαφι, αγωνιζομαστ"
βενιζελος κυριακου νικητας,"ιταλικ, περιουσι, εκατ, δωδεκανησι, 1923, ιταλ, τουρκι, αποζημιως, ανταλλαγ, διαπραγματευοντους, περιεληφθης, ποικιλοτητ, 40, 1922, διαπραγματευθηκ, κατασχεθηκ, πληθυσμ, λιρ, μιλουσαμ, ξεχαστηκ"
βερελης δημητριου χρηστος,"φαρμακ, αντιβιοτικ, αντιγραφ, αυτοθεραπει, ιατρικ, εγκαθιδρυθ, κατεστ, φαρμακευτικ, διδακτορ, σκευασματ, υπερκαταναλως, αντιληψ, φται, ελλαδ, απολυτως, πρωτοτυπ, φαρμακει, φυτικ, ελληνικ, αντιμετωπιστ"
βερρας ηλια μιλτιαδης,"αντοχ, ερθετ, προσκλης, πατρ, ανοικτ, παρον, νοσοκομει, δουμ"
βερυβακης δημητριου ελευθεριος,"πληθωρισμ, ταυτοχρον, κοινωνικ, ελπιδ, αποδρας, εργατικ, αναισθησι, βρισκομαστ, βρισκετα, απεναντι, ανεργι, δεδ, οικονομι, πρωθυπουργ, εοκ, εξεγερς, συνολ, εξουσι, καταστας, συνεβ"
βιλιαρδος διονυσιου βασιλειος,"νιαρχ, συμβας, ιδρυμ, νοσοκομει, κομοτην, ραδιοφαρμακ, κοστ, εργ, καταθεσουμ, σταυρ, μεθ, ix, εξοπλισμ, δημοσι, περιβαλλοντικ, γενικ, αναρωτιομαστ, δωρ, συντηρης, δωρε"
βιτσας αθανασιου δημητριος,"συνδικαλισμ, αντισταθμιστικ, ωφεληματ, οθον, αμυν, ενοπλ, εγγυητικ, δικαστηρι, ζητουντα, μαραβεγι, νοικιασαμ, κατω, τριαντα, δε, αλεξιαδ, γιαννουλ, διαιτητικ, κερδιζουμ, συγγενικ, 2020"
βλασσοπουλος νικολαου ευαγγελος,"λιμενικ, σωστικ, κινητοποιης, διασως, μοναδ, προσληφθ, αμες, σημ, ανδρ, αιγαι, αποτεινοντα, αυξηθει, εσκυψ, εχειπιστοποιηθ, ιατρομηχανολογικ, ματαιοδοξι, μοναδασυποβρυχι, μποφορ, ναυαγει, παρακλινικ"
βλατης νικολαου ιωαννης,"αποτυπωμ, οδηγης, καλειτα, κρις, κακοδιαχειρις, βρουμ, υπερογκ, σκληρ, πολιτ, ακολουθησουμ, δανεισμ, δεκαετι, διαδικτυ, ομαλ, σταθεροτητ, συγχρονως, περνα, θεσμ, στηριξ, ιδεολογικ"
βλαχογιαννης γεωργιου ηλιας,"ρυθμις, υψωμ, ασφαλιστικ, εκλεξ, περιοδ, σεβαστ, δημοκρατι, πανε, επ, ικανοποι, ταμει, ταμ, νομοθετ, πλατ, πολιτ, θετικ, εκοπτοντ, κρατησατ, λιποψυχησετ, εισφορ"
βλαχοπουλος δημητριου ηλιας,"σουφλι, μιλησω, αναλαβ, θεωρ, γνωριζουμ, γνωριζ, παιδει, ακους, τριτ, ευθυν"
βλαχος θεοδωρου γεωργιος,"φεραμ, παρατειν, λυνοντα, τροποποιης, αμφισβητης, επιλυς, επικροτησαμ, ψελισατ, ανθους, πρωτοστατησαμ, συμβαλαμ, απαρατηρητ, λατομει, πεντακαθαρ, καταστηματαρχ, σκανδαλιδ, αποσυρουμ, αμφισβητησω, καναμ, ξερ"
βογιατζης γεωργιου παυλος,"rο, βορει, πλοι, φορτηγ, αιγαι, επιβατικ, δρομολογι, πλαν, νησι, σημαντικ, γυρεψ, εγκλωβιζοντ, εκπτωτ, μπορους, αχυρ, κηρυσσοντα, μαλωσουμ, εστελν, λυσατ, επισχες"
βοζεμπεργκ κυριακου ελισσαβετ (ελιζα),"εκτεν, ασαφει, εφαρμοσετ, αποδεδειγ, αντιληφθ, προχειροτητ, καταψηφιζουμ, ετοιμ, αμεσως, τελειωνω, προτειν, αναφερθω, αποτελεσματικ, θεσμ, λογω, γεγονο, κυριως, αρχ"
βολουδακης γεωργιου μανουσος-κωνσταντινος,"πληροφορικ, επικοινωνι, τεχνολογι, γραφτηκ, τυποποι, παραδρομ, νοημ, πληροφορι, τιτλ, ορ"
βοριδης χρηστου μαυρουδης (μακης),"δικηγορ, αμοιβ, δικηγορικ, ανορθολογ, εξασθεν, εγγραφ, ζητημ, χυτ, ορι, ανταγωνισμ, παραπονουντα, αγορανομικ, κανονικοτητ, χρωμι, προσληψ, νομικ, ανθρωπ, ζητηματ, αναπτυξ, μπιρ"
βουγιας αλεξανδρου σπυριδων,"επανεισδοχ, τουρκι, πρωτοκολλ, συνεργασι, μεταναστευς, συνοριακ, συμφωνης, χιλι, νομιμ, μνημονι, εξασφαλιστ, ρο, εισοδ, μεταναστ, ουσι, αιτηματ, αντιμετωπις, εισερχ, πομπωδ, σμυρν"
βουγιουκλακης ιωαννη ηλιας,"επιεικ, κατασκοπικ, συνθηματικ, εξηγης, δωσετ, ονοματολογι, μοιαζ, συνδυας, χαραλαμπ, ισως, παρακαλουμ, δεχομα, εμφανιζοντα, ιωανν, δε, δικι, καταλαβ, γραμμ, μπροστα, σαν"
βουδουρης γεωργιου οδυσσευς-νικος,"κυβερνητικ, οικονομι, οργανως, επιχειρης, κοινωνικ, παγιδ, κατηγορι, μκ, κερδοσκοπικ, ανεξαρτητ, εξελιχθ, καπιταλιστικ, εξοχην, ταξιτζηδ, κερδ, γαλλι, μορφ, κρατικοδιαιτ, ονομαζουμ, καπιταλισμ"
βουλγαρακης αποστολου γεωργιος,"μολις, πασοκ, επεκτειναμ, αποτελεσματ, παρελθον, ρηξ, γνωριζετ, διαφωνειτ, παρελθοντ, φταιν, λογι, απονερ, καταρριφθηκ, αδιεξοδ, αλλαγ, προηγουμενως, αλληλοσυγκρου, ενδοξ, ιστορι, οδηγ"
βουλγαρης ευαγγελου αλεξανδρος,"πολεοδομικ, οικιστικ, οικισμ, σχεδιασμ, περιοχ, αστικ, ανασυγκροτης, αναπλας, περιαστικ, χωρικ, 1337, πλουτοπαραγωγικ, κατοικι, κεντρ, ελλειψ, επεκτας, 83, επιτελικ, στρεμματ, πορ"
βουλτεψη ιωαννη σοφια,"ελστατ, ποινικ, δικαιοσυν, αποφασισουμ, παρατας, μελλοντ, σταθμ, παρανομ, γεωργι, κορ, λειτουργης, διαβεβαιως, δουλει, μετρ, εισαγγελ, ψηφιζ, υποθες, παραβιας, αναμειξουμ, αρθρογραφης"
βουνατσος φωκιωνα δημητριος,"ηχητικ, κακ, αιγαι, 5λεπτο, αποσβεσθεις, εμφιλοχωρησας, επαναβεβαιως, εσχατι, ηκους, παραμενω, προκινδυνευ, αναντιρρητως, κλεψυδρ, οφθαλμ, ωτ, αποδωσω, πανεπιστημι, παρεξηγης, εισηγηθηκ, συνεργαστ"
βουτσης γεωργιου νικολαος,"πουμ, χαρτι, νομικ, λπ, τραμπουκ, χαλαροτητ, δριτς, φερνετ, ανθρωπ, βραχιολακ, θυσι, πρω, φυλακ, επιλυετα, μικροομολογιουχ, εκφυλισμ, συζητατ, οψ, τιμωρουντα, μηδενικ"
βρεττος σπυριδωνος κωνσταντινος (ντινος),"στιχ, λεξ, οστρακοειδ, φυτοπλαγκτ, καζιν, αχαρν, προστιθεντα, εδαφι, θερμαικ, αντικαθισταντα, διαγραφετα, βιοτοξιν, 12, 1806, 2324, αντικαθιστατα, αποθετηρι, 11, 10, κολπ"
βρεττου σπυριδωνα αγαθη (ροζα),"εκπαιδευτικ, ανω, εκπαιδευς, ιδρυματ, κοινωνι, εισαγ, αυταρχικοτητ, ακαδημαικ, πραγματως, μεταρρυθμις, χρηματοδοτης, ισοπεδωτικ, επιλεκτικ, ελληνικ, αυταρχικ, διαπιστων, ζωτικ, ηθ, ποιοτητ, διαβαζ"
βρουτσης βασιλειου ιωαννης,"αλεξιαδ, συμφωνησαμ, συριζα, παραμεν, νομοτεχνικ, εκκρεμοτητ, λυπαμα, 23, εκμαιευω, σφριγ, δημοκρατι, γυρισματ, εφιστω, κρυφτουλ, οργανωσουμ, σηματοδοτειτα, ουσιαστικ, μειωστ, ρυθμις, ευπρεπει"
βυζοβιτης κωνσταντινου χρηστος,"εταιρι, χρηματιστηρι, αδει, προσχεδιας, μετοχ, λυπαμα, ξερατ, παντοτε, κεφαλαιαγορ, εισαγωγ, συστας, εφος, φορολογικ, μιλω, καθοριζετα, ενοπλ, διορθως, ημερομηνι, επιταχυνοντα, λιποτακτ"
γαβρογλου βασιλειου κωνσταντινος,"σχολει, μεινετ, προπτυχιακ, συμφωνησουμ, εκπαιδευτικ, διδακτρ, παιδι, βρηκαμ, αντιμετωπις, κοιταξτ, τελειωσω, παντα, αισθης, εκθες, προβληματ, βρουμ, δειξαμ, διαφαινοντα, ιατρικοποιησουμ, μεταγραψ"
γαλανος θεοδωρου νικολαος,"ανταπεργι, 1264, επιμεινω, ναυτεργατικ, ρυθμισθ, απαγορευς, λυσουμ, ρητ, εκκρεμοτητ, παραβιας, αποκλεισουμ, χαλυβουργι, δικαστικ, επιμειναμ, κατορθωσαμ, ανετρεψ, επιτυχουμ, κουρασω, γυρισουμ, παραπεμποντα"
γαλενιανος εμμανουηλ μιχαηλ,"αυτοκινητ, σηματ, ιδρυμ, κυκλοφορι, πλαστικ, κατεβαιν, διαρρυθμις, καπελ, εκαν, 000, δημοσι, οφειλ, γνωριζετ, ειδικ, ρυθμις, παραχαραχθ, παρμπριζ, χαριζατ, εισπραξ, μεθοδευς"
γαρουφαλιας βασιλειου γεωργιος,"ρανταρ, αστυνομικ, χρησιμοποιησετ, ακτ, χιλιομετρ, εδαφ, χρησιμοποι, alcatel, por, α550, επαρχιωτ, οικονομικωνκα, σφην, ταξ, επιλεχθηκ, κουβεντιαζαμ, σουηδικ, κοντ, προσθετ, αδικ"
