member_name,top_keywords
βαρινος σπυρου αθανασιος,"μιλης, ναυτεργατ, μιλω, υποσχες, πληροφορι"
βαρουφακης γεωργιου γιανης,"κακεντρεχει, μεταφερθηκ, δηλως, διαστρεβλωθηκ, χλευαστηκ, κυβερνηθ, χλευ, αποκλιν, τροπ, ζητημ, βοριδ, βρειτ, παρακαλεσω, ημ, επικοινωνι, κλεινω, συμφερ, εξ, βλεπ, αναφερθηκ"
βασιλακακης φωτιου βασιλειος,"συνεννοειστ, νομοθετουμ, εμπορ, καταλαβουμ, συμβουλ, αγροτ"
βασιλειαδης παυλου ιωαννης,"αστυνομι, συνδικαλισμ, προβληματ, βιασυν, αφηστ, αποδοτικ, φανερ, κυριαρχ, εκαθαρις, ξαναβρ, προκαλουμεθ, σεισμικ, συνεταραξ, λυς, καταστροφ, ανυπομον, παθουμ, τραυματ, φτερ, βλαψ"
βασιλειος κοντοζαμανης,"κλιν, κορωνοι, νοσοκομει, εντατικ, νοσηλει, θεραπει, υγει, αξον, ιδιωτικ, περιστατικ, υγειονομικ, μεθ, ιδεοληψι, νομικ, προσωπ, σχεδιασμ, δικαι, κατηγοριοποιης, χρης, μοναδ"
βεζδρεβανης κωνσταντινου ηλιας,"σιδηροδρομ, χωρ, θεατ, σιδηροδρομικ, βοηθει, εκσυγχρονισμ, ενως, κανονισμ, μπαχαλ, ευρωπαικ, τερατουργημ, πολλ, πλευρ, εργαζ, μεταφορ, γκελεσταθ, γνωριζετ, κυβερνητικ, βαναυς, ελλαδ"
βελικης νικολαου αθανασιος,"κανατ, μπροστα, πιο"
βελλικης στεργιου φιντιας,"αγροτ, συνεταιριστικ, καπν, αναπτυξ, εοκ, ζολωτ, πασοκ, εισοδηματ, γεωργι, δρχ, γεωργικ, εισοδημ, μετρ, περα, ιταλ, συνεταιρισμ, ελλαδ, αγροτικ, δυνατοτητ, αναδιαρθρως"
βελοπουλος ιωσηφ κυριακος,"επικρατει, συμβουλι, ψευτομουφτηδ, εισα, αντισυνταγματικοτητ, push, δικι, back, αφεντικ, ψηφοθηρικ, ιδεοληψι, ης, ακ, εξυπηρετης, συνταγματικ, παιχνιδ, εφαρμοστηκ, ελ, δικηγορ, αποφας"
βενιζελος βασιλειου ευαγγελος,"αρμοδιοτητ, κανονισμ, εξωτερικ, θεματ, ισχυ, 2012, υδρ, ζητημ, ανακαλεσετ, πιστωτ, συμβας, 63, δημοσι, χωρ, πολιτικ, χρ, ελληνικ, ακροας, ψεμ, γενικ"
βενιζελος κυριακου νικητας,"ιταλικ, περιουσι, εκατ, δωδεκανησι, 1923, τουρκι, ιταλ, σπυριουν, ροκοφυλλ, αποζημιως, ανταλλαγ, κορακ, διαπραγματευοντους, περιεληφθης, ποικιλοτητ, 40, πληθυσμ, 1922, διαπραγματευθηκ, κατασχεθηκ"
βερελης δημητριου χρηστος,"φαρμακ, αντιβιοτικ, αντιγραφ, μεγαλ, αυτοθεραπει, χωρ, ιατρικ, κατεστ, εγκαθιδρυθ, φαρμακευτικ, διδακτορ, ελλαδ, σκευασματ, υπερκαταναλως, αντιληψ, φται, ελληνικ, απολυτως, πρωτοτυπ, φαρμακει"
βερρας ηλια μιλτιαδης,"αντοχ, ερθετ, προσκλης, θεωρειτα, πατρ, ανοικτ, εξαιρες, παρον, νοσοκομει, δουμ"
βερυβακης δημητριου ελευθεριος,"πληθωρισμ, ταυτοχρον, κοινωνικ, ελπιδ, αποδρας, εργατικ, αναισθησι, πολλ, βρισκομαστ, βρισκετα, απεναντι, πολιτικ, δεδ, ανεργι, οικονομι, πρωθυπουργ, συνολ, εξουσι, εοκ, εξεγερς"
βεσυροπουλος φωτιου αποστολος,"υποστηριζω, ψεματ"
βιλιαρδος διονυσιου βασιλειος,"νιαρχ, συμβας, ιδρυμ, νοσοκομει, κομοτην, ραδιοφαρμακ, κοστ, εργ, καταθεσουμ, δημοσι, εξοπλισμ, σταυρ, μεθ, ix, περιβαλλοντικ, γενικ, αναρωτιομαστ, δωρ, συντηρης, δωρε"
βιτσας αθανασιου δημητριος,"συνδικαλισμ, αντισταθμιστικ, ωφεληματ, οθον, αμυν, ενοπλ, δικαστηρι, εγγυητικ, κατω, δε, γιογιακ, ζητουντα, μαραβεγι, νοικιασαμ, τριαντα, γιαννουλ, 2020, διαιτητικ, κερδιζουμ, συγγενικ"
βλασσοπουλος νικολαου ευαγγελος,"λιμενικ, σωστικ, κινητοποιης, διασως, μοναδ, αμες, προσληφθ, σημ, ανδρ, αιγαι, γυναικ, αποτεινοντα, αυξηθει, εσκυψ, εχειπιστοποιηθ, ιατρομηχανολογικ, ματαιοδοξι, μοναδασυποβρυχι, μποφορ, ναυαγει"
βλατης νικολαου ιωαννης,"αποτυπωμ, χωρ, οδηγης, κρις, καλειτα, κακοδιαχειρις, βρουμ, πολλ, σκληρ, υπερογκ, πολιτ, δεκαετι, ακολουθησουμ, δανεισμ, διαδικτυ, ομαλ, σταθεροτητ, συγχρονως, θεσμ, περνα"
βλαχογιαννης γεωργιου ηλιας,"ρυθμις, ασφαλιστικ, υψωμ, εκλεξ, περιοδ, δημοκρατι, σεβαστ, πανε, επ, ταμει, ικανοποι, ταμ, πολιτ, νομοθετ, πλατ, θετικ, εκοπτοντ, κρατησατ, λιποψυχησετ, εισφορ"
βλαχοπουλος δημητριου ηλιας,"σουφλι, βεζ, ηλι, 1989, αναλαβ, μιλησω, θεωρ, γνωριζουμ, γνωριζ, αρκετ, παιδει, ακους, τριτ, ευθυν"
βλαχος θεοδωρου γεωργιος,"φεραμ, παρατειν, λυνοντα, τροποποιης, αμφισβητης, επιλυς, επικροτησαμ, ψελισατ, ανθους, πρωτοστατησαμ, συμβαλαμ, απαρατηρητ, λατομει, πεντακαθαρ, υπευθυν, καταστηματαρχ, σκανδαλιδ, αποσυρουμ, καναμ, αμφισβητησω"
βογιατζης γεωργιου παυλος,"rο, βορει, πλοι, φορτηγ, αιγαι, επιβατικ, δρομολογι, σημαντικ, νησι, πλαν, γυρεψ, εγκλωβιζοντ, εκπτωτ, μπορους, αχυρ, κηρυσσοντα, εστελν, λυσατ, μαλωσουμ, επισχες"
βοζεμπεργκ κυριακου ελισσαβετ (ελιζα),"χτυπατ, εκτεν, ασαφει, αποδεδειγ, εφαρμοσετ, αντιληφθ, προχειροτητ, καταψηφιζουμ, χερ, ετοιμ, αμεσως, τελειωνω, αναφερθω, προτειν, αποτελεσματικ, θεσμ, λογω, γεγονο, μαζ, κυριως"
βολουδακης γεωργιου μανουσος-κωνσταντινος,"πληροφορικ, επικοινωνι, τεχνολογι, γραφτηκ, τυποποι, παραδρομ, νοημ, πληροφορι, τιτλ, ορ"
βοριδης χρηστου μαυρουδης (μακης),"δικηγορ, συγκεκρι, αμοιβ, δικηγορικ, ανορθολογ, ζητημ, εξασθεν, εγγραφ, χυτ, νομικ, ορι, ανταγωνισμ, παραπονουντα, αγορανομικ, κανονικοτητ, ανθρωπ, προσληψ, αναπτυξ, ζητηματ, χρωμι"
βουγιας αλεξανδρου σπυριδων,"επανεισδοχ, τουρκι, πρωτοκολλ, συνεργασι, μεταναστευς, συνοριακ, συμφωνης, χιλι, νομιμ, μνημονι, εξασφαλιστ, ρο, εισοδ, μεταναστ, ουσι, αντιμετωπις, αιτηματ, βηματ, εισερχ, πομπωδ"
βουγιουκλακης ιωαννη ηλιας,"επιεικ, κατασκοπικ, συνθηματικ, εξηγης, δωσετ, ονοματολογι, δευτερολογησω, μοιαζ, συνδυας, ισως, χαραλαμπ, παρακαλουμ, αρνειτα, εμφανιζοντα, δεχομα, μειοψηφι, δε, ιωανν, μιλησουμ, αποφασιζ"
βουδουρης γεωργιου οδυσσευς-νικος,"κυβερνητικ, οικονομι, οργανως, επιχειρης, κοινωνικ, κατηγορι, παγιδ, μκ, ανεξαρτητ, κερδοσκοπικ, εξελιχθ, καπιταλιστικ, κερδ, εξοχην, γαλλι, ταξιτζηδ, μορφ, κρατικοδιαιτ, ονομαζουμ, καπιταλισμ"
βουλγαρακης αποστολου γεωργιος,"πολιτικ, μολις, πασοκ, επεκτειναμ, αποτελεσματ, παρελθον, γνωριζετ, ρηξ, παρελθοντ, διαφωνειτ, φταιν, λογι, αλλαγ, αδιεξοδ, απονερ, καταρριφθηκ, ιδι, προηγουμενως, ιστορι, οδηγ"
βουλγαρης ευαγγελου αλεξανδρος,"πολεοδομικ, οικιστικ, οικισμ, χωρ, περιοχ, σχεδιασμ, αστικ, ανασυγκροτης, αναπλας, περιαστικ, χωρικ, 1337, πλουτοπαραγωγικ, μεγαλ, κατοικι, κεντρ, ελλειψ, επεκτας, 83, επιτελικ"
βουλτεψη ιωαννη σοφια,"ελστατ, ποινικ, δικαιοσυν, δουλει, παρατας, αποφασισουμ, σταθμ, μελλοντ, παρανομ, γεωργι, κορ, καμ, λειτουργης, μετρ, διαβεβαιως, υποθες, εισαγγελ, ψηφιζ, παραβιας, αξιοπιστι"
βουνατσος φωκιωνα δημητριος,"ηχητικ, κακ, αιγαι, αποσβεσθεις, εμφιλοχωρησας, επαναβεβαιως, εσχατι, ηκους, παραμενω, προκινδυνευ, 5λεπτο, αναντιρρητως, κλεψυδρ, οφθαλμ, ωτ, πανεπιστημι, αποδωσω, παρεξηγης, εισηγηθηκ, συνεργαστ"
βουτσης γεωργιου νικολαος,"πουμ, νομικ, χαρτι, λπ, τραμπουκ, πολιτικ, χαλαροτητ, ανθρωπ, φερνετ, θυσι, βραχιολακ, πρω, δριτς, φυλακ, επιλυετα, μικροομολογιουχ, εκφυλισμ, οψ, συζητατ, τιμωρουντα"
βρεττος σπυριδωνος κωνσταντινος (ντινος),"στιχ, λεξ, οστρακοειδ, φυτοπλαγκτ, καζιν, αχαρν, προστιθεντα, ιδι, εδαφι, θερμαικ, αντικαθισταντα, 12, διαγραφετα, βιοτοξιν, κανονισμ, 1806, 2324, αντικαθιστατα, αποθετηρι, 11"
βρεττου σπυριδωνα αγαθη (ροζα),"ανω, εκπαιδευτικ, εκπαιδευς, κοινωνι, ιδρυματ, εισαγ, ακαδημαικ, αυταρχικοτητ, πραγματως, μεταρρυθμις, χρηματοδοτης, ισοπεδωτικ, ελληνικ, επιλεκτικ, αυταρχικ, χωρ, διαπιστων, ζωτικ, ποιοτητ, ηθ"
βρουτσης βασιλειου ιωαννης,"αλεξιαδ, συμφωνησαμ, συριζα, παραμεν, νομοτεχνικ, εκκρεμοτητ, δημοκρατι, λυπαμα, 23, εκμαιευω, ξαναχας, σφριγ, γυρισματ, εφιστω, κρυφτουλ, ουσιαστικ, ρυθμις, οργανωσουμ, σηματοδοτειτα, μειωστ"
